Bill of Lading Number,Arrival Date,Matching Fields,Consignee,Consignee D-U-N-S®,Consignee Global HQ D-U-N-S®,Consignee Domestic HQ D-U-N-S®,Shipper,Shipper D-U-N-S®,Shipper Global HQ D-U-N-S®,Shipper Domestic HQ D-U-N-S®,Carrier,Notify Party,Port of Unlading,Port of Lading,Vessel,Vessel Voyage ID,Vessel IMO,Quantity,Measurement,Weight (kg),Weight (t),Weight (Original Format),Value of Goods (USD),Manifest Number,Industry - GICS,Industry - GICS Description,HS Code,Goods Shipped,_source_file,_source_dir,Group,Category,Cargo,Cargo Detail,Shipper Unified,Consignee Unified,Notify Unified,Report 1,Report 2,Report 3,Report 4,Report 5,Report 6,Filter,Count,H_Shipper_Unified,H_Shipper_Ultimate_Parent,H_Shipper_SIC_Codes,H_Shipper_Match_Method,H_Shipper_Match_Confidence,H_Shipper_Dict_Key,H_Consignee_Unified,H_Consignee_Ultimate_Parent,H_Consignee_Primary_Region,H_Consignee_Match_Method,H_Consignee_Match_Confidence,H_Consignee_Dict_Key,H_Carrier_Unified,H_Carrier_Type,H_Carrier_Match_Method,H_Carrier_Match_Confidence,H_HS2,H_HS4,H_HS6,H_HS_Parsed,H_HS_Match_Method,H_HS_Match_Confidence,H_Cargo_Group,H_Cargo_Category,H_Cargo_Type,H_Cargo_Detail,H_Cargo_Match_Method_wsd,H_Cargo_Match_Confidence,H_Port_Unlading_Unified,H_Port_Unlading_Region,H_Agency_Market,H_Port_Lading_Unified,H_Port_Lading_Country,H_Country_Code,H_Country_ISO,H_Subregion,H_World_Region,H_Trade_Region,H_Trade_Lane,H_Is_Bulk,H_Weight_Tier,H_Shipper_Dict_Version,H_Shipper_Match_Timestamp,H_Consignee_Dict_Version,H_Consignee_Match_Timestamp,Year,H_Cargo_Match_Method,H_Port_Lading_Region
VULI23305A,2/10/2023,,Vulcan Construction Materials,805344798.0,,,Agregados Del Caribe S A De C V,,,,VULI - Vulica Shipping Company Limited,"VULCAN CONSTRUCTION MATERIALS
1200 URBAN CENTER DRIVE, BIRMINGHAM AL 35242 US","Corpus Christi, Corpus Christi, Texas","Puerto Cortes, Honduras",IRELAND,23305,9770543.0,2 BLK, CF,56823000.0,56823.0,56823000 KG,,1.0,20106010,Construction Machinery & Heavy Trucks,Classified: 8902.00,"LIMESTONE IN BULK, 499, 47, 532. 7 STLIMESTONE IN BULK, 570, 15, 103. 8 ST",Panjiva-US_Imports-all-results_1_to_3558_of_3558-2025-12-03-11-05.csv,us_gulf,,,,,,,,,,,,,,,,,,,unmatched,0.0,,,,,unmatched,0.0,,,,,,89.0,8902.0,890200.0,890200.0,direct,1.0,Break Bulk,Vehicles,,,hs2_chapter,0.6,South Texas,Gulf,South Texas,Puerto Cortes,Honduras,2150.0, HN,Central America,Americas,Agriculture,AMER → South Texas,False,Large,20251206,20251207_121759,20251206,20251207_121759,2023,,
MURGFBV22860002,2/9/2023,,Chemours International Operations Sarl Geneva Switzerland,,,,Richards Bay Titanium (Pty) ) Ltd.,538547968.0,,,MURG - Mur Shipping Bv (Div Of Mur Shipping Holdings Bv),"D.A.HINOJOSA S.A. DE C.V.
GOLFO DE CALIFORNIA NORTE KM 0+480, PUERTO INDUSTRIAL,ALTAMIRA, ALTAMIRA TAMAULIPAS, MEXICO","Port of New Orleans, New Orleans, Louisiana","Richard's Bay, South Africa",AFRICAN SPOONBILL,22860,9701712.0,1 BLK, ,15000000.0,15000.0,15000000 KG,10350000.0,1.0,15104020,Diversified Metals & Mining,Classified: 2614.00,"TITANIA CHLORIDE SLAG IN BULK FOR DISCHARGE ALTIMIRA, MEXICO",Panjiva-US_Imports-all-results_1_to_3558_of_3558-2025-12-03-11-05.csv,us_gulf,,,,,,,,,,,,,,,,RICHARDS BAY TITANIUM (PTY),,,exact,1.0,NAME_RICHARDSBAYTITANIUMPTY,CHEMOURS INTERNATIONAL OPERATIONS SARL GENEVA SWITZERLAND,,,exact,1.0,NAME_CHEMOURSINTERNATIONALOPERATIONSSARLGENEVASWITZERLA,,,,,26.0,2614.0,261400.0,261400.0,direct,1.0,Ferrous Raw Materials,,tio2,Titanium ores and concentrates,hs_based,0.9,Lower Miss River,Gulf,Lower Miss River,Richard's Bay,South Africa,7910.0, ZA,Sub-Saharan Africa,Middle East Africa,Bulk Minerals,MEA → Lower Miss River,False,Large,20251206,20251207_121759,20251206,20251207_121759,2023,,
MURGFBV22860001,2/9/2023,,Bdp Imp. Chemours,69037802.0,,69037802.0,,,,,MURG - Mur Shipping Bv (Div Of Mur Shipping Holdings Bv),"BDP INTL,CHEMOURS IMP OPS
510 WALNUT ST, PHILADELPHIA, PA 19106, PH: 215-629-8900","Port of New Orleans, New Orleans, Louisiana","Richard's Bay, South Africa",AFRICAN SPOONBILL,22860,9701712.0,1 BLK, ,15000000.0,15000.0,15000000 KG,10350000.0,1.0,15104020,Diversified Metals & Mining,Classified: 2614.00,TITANIA CHLORIDE SLAG IN BULK,Panjiva-US_Imports-all-results_1_to_3558_of_3558-2025-12-03-11-05.csv,us_gulf,,,,,,,,,,,,,,,,,,,unmatched,0.0,,BDP IMP. CHEMOURS,,South Central Region,exact,1.0,NAME_BDPIMPCHEMOURS,,,,,26.0,2614.0,261400.0,261400.0,direct,1.0,Ferrous Raw Materials,,tio2,Titanium ores and concentrates,hs_based,0.9,Lower Miss River,Gulf,Lower Miss River,Richard's Bay,South Africa,7910.0, ZA,Sub-Saharan Africa,Middle East Africa,Bulk Minerals,MEA → Lower Miss River,False,Large,20251206,20251207_121759,20251206,20251207_121759,2023,,
CGRWCHE037NB07,2/9/2023,,Cemex Southeast Llc,,,,Cemex International Sa De Cv,811645654.0,,,CGRW - Cg Railway Inc,,"Alabama State Port Authority, Mobile, Alabama","Coatzacoalcos, Mexico",CHEROKEE,37,9870927.0,10 CBC, CM,998960.0,998.96,998960 K,2777000.0,2452.0,15103020,Paper Packaging,Classified: 4819.30; Classified: 4819.30; Classified: 4819.30; Classified: 4819.30; Classified: 4819.30; Classified: 4819.30; Classified: 4819.30; Classified: 4819.30; Classified: 4819.30; Classified: 4819.30,LOADED HOPPER CAR CONTAINING GREY CEMENT TYPE IL (13) IN BULK; LOADED HOPPER CAR CONTAINING GREY CEMENT TYPE IL (13) IN BULK; LOADED HOPPER CAR CONTAINING GREY CEMENT TYPE IL (13) IN BULK; LOADED HOPPER CAR CONTAINING GREY CEMENT TYPE IL (13) IN BULK; LOADED HOPPER CAR CONTAINING GREY CEMENT TYPE IL (13) IN BULK; LOADED HOPPER CAR CONTAINING GREY CEMENT TYPE IL (13) IN BULK; LOADED HOPPER CAR CONTAINING GREY CEMENT TYPE IL (13) IN BULK; LOADED HOPPER CAR CONTAINING GREY CEMENT TYPE IL (13) IN BULK; LOADED HOPPER CAR CONTAINING GREY CEMENT TYPE IL (13) IN BULK; LOADED HOPPER CAR CONTAINING GREY CEMENT TYPE IL (13) IN BULK,Panjiva-US_Imports-all-results_1_to_3558_of_3558-2025-12-03-11-05.csv,us_gulf,,,,,,,,,,,,,,,,"CEMEX, B.","Cemex, S.A.B. De C.V.",5032,parent_keyword,0.85,UPSPCIQ_404061,"CEMEX, B.","Cemex, S.A.B. De C.V.",Southeast Region,parent_keyword,0.85,UPSPCIQ_404061,,,,,48.0,4819.0,481930.0,481930.0,direct,1.0,Forestry,,Paper,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibers; box files, letter trays and similar articles, of paper or paperboard of a kind used in offices, shops or the like:",hs_based,0.9,Mobile,Gulf,Mobile,Coatzacoalcos,Mexico,2010.0, MX,Central America,Americas,Manufacturing,AMER → Mobile,False,Small,20251206,20251207_121759,20251206,20251207_121759,2023,,
CINT3675MORHER01,2/8/2023,,Argos Usa,969583546.0,,,Nuh Cimento Sanayi A.S.,,,,CINT - Cargill International S A,"ARGOS USA LLC
3015 WINDWARD PLAZA DR, ALPHARETTA, GA. 30005","Houston, Houston, Texas","All Other Turkey Mediterranean Region Ports, Turkey",BULK COLOMBIA,7,,1 BLK, ,20000.0,20.0,20 ET,1437000.0,1.0,25203010,"Apparel, Accessories & Luxury Goods",Classified: 6204.42,20. 00 MTS GREY CEMENT,Panjiva-US_Imports-all-results_1_to_3558_of_3558-2025-12-03-11-05.csv,us_gulf,,,,,,,,,,,,,,,,NUH ÇIMENTO SANAYI A.S,Nuh çimento Sanayi A.S.,,exact,1.0,UPSPCIQ_9673374,ARGOS USA,,South Central Region,exact,1.0,NAME_ARGOSUSA,,,,,62.0,6204.0,620442.0,620442.0,direct,1.0,General Cargo,,General Cargo,"Women's or girls' suits, ensembles, suit-type jackets, blazers, dresses, skirts, divided skirts,   trousers, bib and brace overalls, breeches and shorts (other than swimwear):",hs_based,0.9,Houston Ship Channel,Gulf,Houston Ship Channel,All Other Turkey Mediterranean Region Ports,Turkey,4890.0, TR,Eastern Europe,Europe,Steel Origins,EUR → Houston Ship Channel,False,Small,20251206,20251207_121759,20251206,20251207_121759,2023,,
CSSLBAHA23004,2/3/2023,,Martin Marietta Aggregates,809750912.0,,809750912.0,Bahama Rock Ltd.,,,,CSSL - The Csl Group Inc,,"Tampa, Florida","Freeport, Grand Bahama I, Bahamas",BAHAMA SPIRIT,23004,,1 BLK, ,43500000.0,43500.0,43500000 KG,46980000.0,1.0,15102010,Construction Materials,Classified: 6802.91,LIMESTONE,Panjiva-US_Imports-all-results_1_to_3558_of_3558-2025-12-03-11-05.csv,us_gulf,,,,,,,,,,,,,,,,BAHAMA ROCK,,,exact,1.0,NAME_BAHAMAROCK,MARTIN MARIETTA AGGREGATES,,Southeast Region,exact,1.0,NAME_MARTINMARIETTAAGGREGATES,,,,,68.0,6802.0,680291.0,680291.0,direct,1.0,Construction Materials,,Stone,"Worked monumental or building stone (except slate) and articles thereof, other than goods of heading 6801; mosaic cubes and the like, of natural stone (including slate), whether or not on a backing; artificially colored granules, chippings and powder, of natural stone (including slate):",hs_based,0.9,Tampa Bay,Gulf,Tampa Bay,Freeport,Bahamas,2360.0, BS,Caribbean,Americas,Trans-shipment,AMER → Tampa Bay,False,Large,20251206,20251207_121759,20251206,20251207_121759,2023,,
SXBWA0015220802,2/3/2023,,Sylv Ite,,,,K+S Kali Gmb H,315839233.0,,,SXBW - Swire Bulk Pte Ltd,"K+S NORTH AMERICA CORPORATION
3900 GABRIELLE LN#6407, AURORA IL 60598 USA","Tampa, Florida","Hamburg, Germany",KIAN,2208,,500 BAG, ,501250.0,501.25,501250 KG,216000.0,1.0,15101030,Fertilizers & Agricultural Chemicals,Classified: 2530.20,"ESTA KIESERIT GRAN PFC 1 (C)(I)(A)(II) MINERAL FERTILISER (MGO, SO3) (25+52) DECLARED NUTRIENT CONTENTS BY MASS 25% MGO, WATER SOLUBLE MAGNESIUM OXIDE, (=15. 1% MG) 52% SO3, WATER SOLUBLE SULPHUR TRIOXIDE, (=2 0. 8% S)",Panjiva-US_Imports-all-results_1_to_3558_of_3558-2025-12-03-11-05.csv,us_gulf,,,,,,,,,,,,,,,,,,,unmatched,0.0,,,,,unmatched,0.0,,,,,,25.0,2530.0,253020.0,253020.0,direct,1.0,Minerals,,Perlite,Mineral substances not elsewhere specified or included:,hs_based,0.9,Tampa Bay,Gulf,Tampa Bay,Hamburg,Germany,,,Western Europe,Europe,Manufacturing,EUR → Tampa Bay,False,Small,20251206,20251207_121759,20251206,20251207_121759,2023,,
PBIMGHIS222901,2/2/2023,,Argos Usa,,,,Jfe Shoji Trade Corp. Ci Del Mar Caribe (Bvi) Inc.,,,,PBIM - Pacific Basin Supramax Limited,"ARGOS USA
ATTN: STEVEN ANDERSEN, TAMPA CEMENT PLANT 2001 MARITIME BL, TAMPA, FLORIDA 33605","Tampa, Florida","Fukuyama, Japan",GHARAPURI ISLAND,29,,1 BLK, ,42030000.0,42030.0,42030000 KG,549752000.0,1.0,20106020,Industrial Machinery,Classified: 8479.89,GRANULATED BLAST FURNACE SLAG IN BULK,Panjiva-US_Imports-all-results_1_to_3558_of_3558-2025-12-03-11-05.csv,us_gulf,,,,,,,,,,,,,,,,"JFE HOLDINGS,","Jfe Holdings, Inc.","1522, 5051, 5052, 5084",parent_keyword,0.85,UPSPCIQ_6478993,ARGOS USA,,South Central Region,exact,1.0,NAME_ARGOSUSA,,,,,84.0,8479.0,847989.0,847989.0,direct,1.0,General Cargo,,Machinery,"Machines and mechanical appliances having individual functions, not specified or included elsewhere in this chapter; parts thereof:",hs_based,0.9,Tampa Bay,Gulf,Tampa Bay,Fukuyama,Japan,5880.0, JP,East Asia,Asia-Pacific,Steel Origins,APAC → Tampa Bay,False,Large,20251206,20251207_121759,20251206,20251207_121759,2023,,
DSVFZA80000322,2/2/2023,,Fl Smidth Salt Lake City Inc.,2390011.0,,,Maquinaria Meyco S.L.,478096944.0,,478096944.0,DSVF - Dsv Air & Sea Inc. Dba. Dsv Ocean Transport,,"Houston, Houston, Texas","Barcelona, Spain",FOS EXPRESS,12W,9348699.0,1 PKG, CM,1865.0,1.87,1865 KG,13300.0,1.0,20106010,Construction Machinery & Heavy Trucks,Parsed: 8474.90,SPARE PARTS FOR CEMENT MAKING MACHINERYHS COD E: 847490,Panjiva-US_Imports-all-results_1_to_3558_of_3558-2025-12-03-11-05.csv,us_gulf,,,,,,,,,,,,,,,,,,,unmatched,0.0,,,,,unmatched,0.0,,,,,,84.0,8474.0,847490.0,847490.0,direct,1.0,General Cargo,,Machinery,"Machinery for sorting, screening, separating, washing, crushing, grinding, mixing or kneading earth, stone, ores or other mineral substances, in solid (including powder or paste) form; machinery for agglomerating, shaping or molding solid mineral fuels, ceramic paste, unhardened cements, plastering materials or other mineral products in powder or paste form; machines for forming foundry molds of sand; parts thereof:",hs_based,0.9,Houston Ship Channel,Gulf,Houston Ship Channel,Barcelona,Spain,4700.0, ES,Southern Europe,Europe,Manufacturing,EUR → Houston Ship Channel,False,Small,20251206,20251207_121759,20251206,20251207_121759,2023,,
CGRWMAY022NB04,2/1/2023,,Cemex Southeast Llc,,,,Cemex International Sa De Cv,811645654.0,,,CGRW - Cg Railway Inc,,"Alabama State Port Authority, Mobile, Alabama","Coatzacoalcos, Mexico",MAYAN,22,9896799.0,26 CBC, CM,2597420.0,2597.42,2597420 K,7221000.0,2451.0,15103020,Paper Packaging,Classified: 4819.30; Classified: 4819.30; Classified: 4819.30; Classified: 4819.30; Classified: 4819.30; Classified: 4819.30; Classified: 4819.30; Classified: 4819.30; Classified: 4819.30; Classified: 4819.30; Classified: 4819.30; Classified: 4819.30; Classified: 4819.30; Classified: 4819.30; Classified: 4819.30; Classified: 4819.30; Classified: 4819.30; Classified: 4819.30; Classified: 4819.30; Classified: 4819.30; Classified: 4819.30; Classified: 4819.30; Classified: 4819.30; Classified: 4819.30; Classified: 4819.30; Classified: 4819.30,LOADED HOPPER CAR CONTAINING GREY CEMENT TYPE IL (13) IN BULK; LOADED HOPPER CAR CONTAINING GREY CEMENT TYPE IL (13) IN BULK; LOADED HOPPER CAR CONTAINING GREY CEMENT TYPE IL (13) IN BULK; LOADED HOPPER CAR CONTAINING GREY CEMENT TYPE IL (13) IN BULK; LOADED HOPPER CAR CONTAINING GREY CEMENT TYPE IL (13) IN BULK; LOADED HOPPER CAR CONTAINING GREY CEMENT TYPE IL (13) IN BULK; LOADED HOPPER CAR CONTAINING GREY CEMENT TYPE IL (13) IN BULK; LOADED HOPPER CAR CONTAINING GREY CEMENT TYPE IL (13) IN BULK; LOADED HOPPER CAR CONTAINING GREY CEMENT TYPE IL (13) IN BULK; LOADED HOPPER CAR CONTAINING GREY CEMENT TYPE IL (13) IN BULK; LOADED HOPPER CAR CONTAINING GREY CEMENT TYPE IL (13) IN BULK; LOADED HOPPER CAR CONTAINING GREY CEMENT TYPE IL (13) IN BULK; LOADED HOPPER CAR CONTAINING GREY CEMENT TYPE IL (13) IN BULK; LOADED HOPPER CAR CONTAINING GREY CEMENT TYPE IL (13) IN BULK; LOADED HOPPER CAR CONTAINING GREY CEMENT TYPE IL (13) IN BULK; LOADED HOPPER CAR CONTAINING GREY CEMENT TYPE IL (13) IN BULK; LOADED HOPPER CAR CONTAINING GREY CEMENT TYPE IL (13) IN BULK; LOADED HOPPER CAR CONTAINING GREY CEMENT TYPE IL (13) IN BULK; LOADED HOPPER CAR CONTAINING GREY CEMENT TYPE IL (13) IN BULK; LOADED HOPPER CAR CONTAINING GREY CEMENT TYPE IL (13) IN BULK; LOADED HOPPER CAR CONTAINING GREY CEMENT TYPE IL (13) IN BULK; LOADED HOPPER CAR CONTAINING GREY CEMENT TYPE IL (13) IN BULK; LOADED HOPPER CAR CONTAINING GREY CEMENT TYPE IL (13) IN BULK; LOADED HOPPER CAR CONTAINING GREY CEMENT TYPE IL (13) IN BULK; LOADED HOPPER CAR CONTAINING GREY CEMENT TYPE IL (13) IN BULK; LOADED HOPPER CAR CONTAINING GREY CEMENT TYPE IL (13) IN BULK,Panjiva-US_Imports-all-results_1_to_3558_of_3558-2025-12-03-11-05.csv,us_gulf,,,,,,,,,,,,,,,,"CEMEX, B.","Cemex, S.A.B. De C.V.",5032,parent_keyword,0.85,UPSPCIQ_404061,"CEMEX, B.","Cemex, S.A.B. De C.V.",Southeast Region,parent_keyword,0.85,UPSPCIQ_404061,,,,,48.0,4819.0,481930.0,481930.0,direct,1.0,Forestry,,Paper,"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding or webs of cellulose fibers; box files, letter trays and similar articles, of paper or paperboard of a kind used in offices, shops or the like:",hs_based,0.9,Mobile,Gulf,Mobile,Coatzacoalcos,Mexico,2010.0, MX,Central America,Americas,Manufacturing,AMER → Mobile,False,Medium,20251206,20251207_121759,20251206,20251207_121759,2023,,
PXBCHECOBUSA2301,1/31/2023,,,,,,,,,,PXBC - Phoenix Bulk Carriers (U S) Corp,,"Corpus Christi, Corpus Christi, Texas","All Other Turkey Black Sea and Sea of Marmara Port, Turkey",BULK SACHUEST,2,9483231.0,1 BLK, ,51350000.0,51350.0,51350 ET,66242000.0,1.0,15102010,Construction Materials,Classified: 6810.99,BULK CEMENT,Panjiva-US_Imports-all-results_1_to_4345_of_4345-2025-12-03-11-04.csv,us_gulf,,,,,,,,,,,,,,,,,,,unmatched,0.0,,,,,unmatched,0.0,,,,,,68.0,6810.0,681099.0,681099.0,direct,1.0,Construction Materials,,Cement,"Articles of cement, of concrete or of artificial stone, whether or not reinforced:",hs_based,0.9,South Texas,Gulf,South Texas,All Other Turkey Black Sea and Sea of Marmara Port,Turkey,4890.0, TR,Eastern Europe,Europe,Steel Origins,EUR → South Texas,False,Large,20251206,20251207_121759,20251206,20251207_121759,2023,,
DOSOBRADARE01301,1/30/2023,,Shell Offshore Inc.,831578583.0,,,Shell Offshore Inc.,131489817.0,,131489817.0,DOSO - Dsv Marine Services,"SHELL OFFSHORE INC.
PO BOX 4525, HOUSTON, TX 772104525 US","Port of Morgan City, Morgan City, Louisiana","High Seas,Gulf Of Mexico",BRAD DARTEZ,E0130,,197 PCS, CM,56560.0,56.56,56560 KG,154000.0,1.0,15103010,Metal & Glass Containers,Classified: 8609.00,"GROCERY BOX GROCERY BOX DSPB EOW SAMPLES 50 DP EMPTY HELIFUEL TOTE BASKET W CEMENT HEAD BASKET W 3 DART CATCHERS CONTAINER WITH TRANSFER TO THE PROTEUS - HOLD AT DOCK FOR PROTEUS. DRILL PIPE, 4-1 2 IN (22. 89 LB FT) DRILL PIPE, 5-7 8 IN (28. 78 LB FT) CONTAINER - EMPTY BASKET WITH PS495 SLIPS BASKET - EMPTY CONTAINER - EMPTY CONTAINER - EMPTY CONTAINER WITH TRANSFERS BASKET EMPTY",Panjiva-US_Imports-all-results_1_to_4345_of_4345-2025-12-03-11-04.csv,us_gulf,,,,,,,,,,,,,,,,,,,unmatched,0.0,,,,,unmatched,0.0,,,,,,86.0,8609.0,860900.0,860900.0,direct,1.0,General Cargo,,Machinery,Railway or tramway track fixtures and fittings,hs_based,0.9,Lower Miss River,,Lower Miss River,,,,,,,,,False,Small,20251206,20251207_121759,20251206,20251207_121759,2023,,
ESOV23SUHARPNS02,1/30/2023,,Cemex Inc.,189840945.0,,,Cemex International Sa De Cv,811645654.0,,,ESOV - Etolia Shipping Operators S A,"CEMEX INC
10100 KATY FREEWAY SUITE 300, HOUSTON TX 77043 USA","The Port of Pensacola, Pensacola, Florida","Altamira, Mexico",SUHAR,2023,8509399.0,1 DBK, ,11453643.0,11453.64,11453643 KG,916000.0,1000.0,15102010,Construction Materials,Classified: 2523.29,GREY PORTLAND CEMENT TYPE II EXPORTATION,Panjiva-US_Imports-all-results_1_to_4345_of_4345-2025-12-03-11-04.csv,us_gulf,,,,,,,,,,,,,,,,"CEMEX, B.","Cemex, S.A.B. De C.V.",5032,parent_keyword,0.85,UPSPCIQ_404061,"CEMEX, B.","Cemex, S.A.B. De C.V.",Southeast Region,parent_keyword,0.85,UPSPCIQ_404061,,,,,25.0,2523.0,252329.0,252329.0,direct,1.0,Construction Materials,,Cement,"Portland cement, aluminous cement, slag cement, supersulfate cement and similar hydraulic cements, whether or not colored or in the form of clinkers:",hs_based,0.9,FL Panhandle,,FL Panhandle,Altamira,Mexico,2010.0, MX,Central America,Americas,Manufacturing,AMER → FL Panhandle,False,Large,20251206,20251207_121759,20251206,20251207_121759,2023,,
THRS9V9627060123,1/30/2023,,Holcim ( Us ) Inc.,81260273.0,,,Lafarge Ciment Msla Sp A B O,,,,THRS - Thoresen & Co (Bangkok) Ltd,"HOLCIM US INC.
6211 N ANN ARBOR RD, DUNDEEMI 48131, US","Port of Gramercy, Gramercy, Louisiana","All Other Algeria Ports, Algeria",THOR INTEGRITY,2207,9222493.0,1 BLK, CM,44000000.0,44000.0,44000000 K,55880000.0,5481.0,15102010,Construction Materials,Classified: 6810.99,44000 M/TON CEMENT,Panjiva-US_Imports-all-results_1_to_4345_of_4345-2025-12-03-11-04.csv,us_gulf,,,,,,,,,,,,,,,,LAFARGE CIMENT MSLA SP A B O,,,exact,1.0,NAME_LAFARGECIMENTMSLASPABO,,,,unmatched,0.0,,,,,,68.0,6810.0,681099.0,681099.0,direct,1.0,Construction Materials,,Cement,"Articles of cement, of concrete or of artificial stone, whether or not reinforced:",hs_based,0.9,Lower Miss River,Gulf,Lower Miss River,All Other Algeria Ports,Algeria,7210.0, DZ,North Africa,Middle East Africa,Energy,MEA → Lower Miss River,False,Large,20251206,20251207_121759,20251206,20251207_121759,2023,,
STIN234103MA200,1/29/2023,,Transocean Offshore Deepwater Drill,7932288.0,,7932288.0,Transocean Onshore Support Services,,,,STIN - Hugo Stinnes Schiffahrt Gmbh,"TRANSOCEAN OFFSHORE DEEPWATER
DRILLING INC. 926 DEGRAVELLE ROAD, AMELIA, LA 70340 SHELL DISTRIBUTION, CENTER (1084), ATTN. ASHLEY CARBO - ERICA DODSON","Port of New Orleans, New Orleans, Louisiana","Antwerp, Belgium",STINNES MISTRAL,34103,9452218.0,1 CRT, ,1.0,0.0,1 K,11.0,1.0,20102010,Building Products,Classified: 3917.39,"EMAIL: IMPORTS@CENTRALDISPATCHINC. NET HOSE, CEMENT 3IN X 12FT WP 15K FSFLO FREIGHT PAYABLE AS PER AGREEMENT",Panjiva-US_Imports-all-results_1_to_4345_of_4345-2025-12-03-11-04.csv,us_gulf,,,,,,,,,,,,,,,,,,,unmatched,0.0,,,,,unmatched,0.0,,,,,,39.0,3917.0,391739.0,391739.0,direct,1.0,Agricultural Products,,Rubber,"Tubes, pipes and hoses and fittings therefor (for example, joints, elbows, flanges), of plastics:",hs_based,0.9,Lower Miss River,Gulf,Lower Miss River,Antwerp,Belgium,4231.0, BE,Western Europe,Europe,Manufacturing,EUR → Lower Miss River,False,Small,20251206,20251207_121759,20251206,20251207_121759,2023,,
GEAGPICA1222001,1/28/2023,,Houston Cement Co.,791309052.0,,791309052.0,Akcansa Cimento San. Tic. A.S.,,,,GEAG - Genco Ship Management Llc,"HOUSTON CEMENT COMPANY
363 NORTH SAM HOUSTON PKWY E, STE 750, HOUSTON, TX 77060","Houston, Houston, Texas","All Other Turkey Black Sea and Sea of Marmara Port, Turkey",GENCO PICARDY,2208,9301720.0,1 DBK, ,48500000.0,48500.0,48500000 KG,99425000.0,1.0,30202010,Agricultural Products,Classified: 1006.30,ORDINARY PORTLAND CEMENT IN BULK TYPE I/II LO,Panjiva-US_Imports-all-results_1_to_4345_of_4345-2025-12-03-11-04.csv,us_gulf,,,,,,,,,,,,,,,,AKCANSA CIMENTO SAN. TIC. A.S,,,exact,1.0,NAME_AKCANSACIMENTOSANTICAS,"HOUSTON CEMENT , L.P","Houston Cement Company, L.P.",Southwest Region,exact,1.0,UPSPCIQ_28943272,,,,,10.0,1006.0,100630.0,100630.0,direct,1.0,Agricultural Products,,Rice,Rice:,hs_based,0.9,Houston Ship Channel,Gulf,Houston Ship Channel,All Other Turkey Black Sea and Sea of Marmara Port,Turkey,4890.0, TR,Eastern Europe,Europe,Steel Origins,EUR → Houston Ship Channel,False,Large,20251206,20251207_121759,20251206,20251207_121759,2023,,
VULI23304A,1/28/2023,,Vulcan Construction Materials,805344798.0,,,Agregados Del Caribe S A De C V,,,,VULI - Vulica Shipping Company Limited,"VULCAN CONSTRUCTION MATERIALS
1200 URBAN CENTER DRIVE, BIRMINGHAM AL 35242 US","Alabama State Port Authority, Mobile, Alabama","Puerto Cortes, Honduras",IRELAND,23304,9770543.0,1 BLK, CF,59286400.0,59286.4,59286400 KG,422119000.0,1.0,20106010,Construction Machinery & Heavy Trucks,Classified: 8902.00,"LIMESTONE IN BULK, 499, 65, 352 ST",Panjiva-US_Imports-all-results_1_to_4345_of_4345-2025-12-03-11-04.csv,us_gulf,,,,,,,,,,,,,,,,,,,unmatched,0.0,,,,,unmatched,0.0,,,,,,89.0,8902.0,890200.0,890200.0,direct,1.0,Break Bulk,Vehicles,,,hs2_chapter,0.6,Mobile,Gulf,Mobile,Puerto Cortes,Honduras,2150.0, HN,Central America,Americas,Agriculture,AMER → Mobile,False,Large,20251206,20251207_121759,20251206,20251207_121759,2023,,
SBLK0223PAOPSC01,1/28/2023,,Cemex Southeast Llc,,,,Cemex International Sa De Cv,811645654.0,,,SBLK - Sunbulk Shipping S.L.,"CEMEX SOUTHEAST LLC
10100 KATY FREEWAY SUITE 300, HOUSTON TX 77043","The Port of Pensacola, Pensacola, Florida","Altamira, Mexico",AMPARO PAOLA,223,8203634.0,1 DBK, ,12525425.0,12525.43,12525425 KG,1002000.0,1000.0,15102010,Construction Materials,Classified: 2523.29,GREY PORTLAND CEMENT TYPE II EXPORTATION IN B BULK,Panjiva-US_Imports-all-results_1_to_4345_of_4345-2025-12-03-11-04.csv,us_gulf,,,,,,,,,,,,,,,,"CEMEX, B.","Cemex, S.A.B. De C.V.",5032,parent_keyword,0.85,UPSPCIQ_404061,"CEMEX, B.","Cemex, S.A.B. De C.V.",Southeast Region,parent_keyword,0.85,UPSPCIQ_404061,,,,,25.0,2523.0,252329.0,252329.0,direct,1.0,Construction Materials,,Cement,"Portland cement, aluminous cement, slag cement, supersulfate cement and similar hydraulic cements, whether or not colored or in the form of clinkers:",hs_based,0.9,FL Panhandle,,FL Panhandle,Altamira,Mexico,2010.0, MX,Central America,Americas,Manufacturing,AMER → FL Panhandle,False,Large,20251206,20251207_121759,20251206,20251207_121759,2023,,
