name,facility_type,lat,lng,region,waterway,city,state,source,dock_type,commodities
Heidelberg Materials Romeoville Quarry,AGGREGATE,41.633814,-88.06184,Inland_Ports,"Chicago Sanitary and Ship Canal, IL",Romeoville,IL,BTS_DOCK,Dock,"Sand, Gravel, Stone, Rock, Limestone, Soil, Dredged Material"
Bwc Terminals,GENERAL_CARGO,39.080411,-84.582597,Inland_Ports,Ohio River,Cincinnati,OH,BTS_DOCK,Dock,Fertilizers | Other Chemicals and Related Products | Vegetable Products | Other Agricultural Products; Food and Kindred Products
Growmark Fertilizer,FERTILIZER,39.089296,-84.646976,Inland_Ports,Ohio River,Cincinnati,OH,BTS_DOCK,Dock,"Fertilizers | Sulphur (Dry), Clay & Salt | Corn"
Terminal Ready-mix Inc,GENERAL_CARGO,41.464335,-82.166161,Inland_Ports,"Lake Erie, Including Upper Niagara River",Lorain,OH,BTS_DOCK,Dock,"Coal,Lignite & Coal Coke | Sand, Gravel, Stone, Rock, Limestone, Soil, Dredged Material | Iron Ore and Iron & Steel Waste & Scrap | Sulphur (Dry), Clay & Salt"
Consolidated Grain and Barge Co.,GRAIN_ELEVATOR,39.081944,-84.6375,Inland_Ports,Ohio River,Cincinnati,OH,BTS_DOCK,Dock,"Fertilizers | Food and Farm Products | Wheat | Corn | Oilseeds (Soybean, Flaxseed and Others) | Animal Feed, Grain Mill Products, Flour, Processed Grains"
Miller Ferry Lime Kiln Dock,STEEL_MILL,41.629784,-82.837543,Inland_Ports,"Lake Erie, Including Upper Niagara River",Put-in-Bay,OH,BTS_DOCK,Dock,nan
Consolidated Terminal & Logistics (CTLC) Mt. Vernon,GENERAL_CARGO,37.923333,-87.874444,Inland_Ports,Ohio River,Mount Vernon,IN,BTS_DOCK,Dock,"Primary Iron and Steel Products (Ingots,Bars,Rods,etc.) | All Manufactured Equipment, Machinery and Products"
Castlen Terminal Mt. Vernon,GENERAL_CARGO,37.918351,-87.912784,Inland_Ports,Ohio River,Mt. Vernon,IN,BTS_DOCK,Dock,Fertilizers
Martin Marietta Kellogg Avenue Yard,AGGREGATE,39.098671,-84.433793,Inland_Ports,Ohio River,Cincinnati,OH,BTS_DOCK,Dock,"Sand, Gravel, Stone, Rock, Limestone, Soil, Dredged Material"
US Steel Corp - Mon Valley Works - Clairton Plant (coal Tar Dock),STEEL_MILL,40.313056,-79.890556,Inland_Ports,"Monongahela River, PA and WV",Clairton,PA,BTS_DOCK,Dock,Other Chemicals and Related Products
US Steel Corp - Mon Valley Works - Clairton Plant (coal Dock 2/rec),STEEL_MILL,40.307332,-79.875997,Inland_Ports,"Monongahela River, PA and WV",Clairton,PA,BTS_DOCK,Dock,"Coal,Lignite & Coal Coke"
Consolidated Grain & Barge Memphis,GRAIN_ELEVATOR,35.171611,-90.046444,Inland_Ports,"Wolf River, TN",Memphis,TN,BTS_DOCK,Dock,"Primary Iron and Steel Products (Ingots,Bars,Rods,etc.) | Primary Non-Ferrous Metal Products;Fabricated Metal Prods. | Food and Farm Products | Wheat | Corn | Barley, Rye, Oats, Rice and Sorghum Grains | Oilseeds (Soybean, Flaxseed and Others)"
"Adm Grain Co., New Madrid County Elevator",GRAIN_ELEVATOR,36.527758,-89.56721,Inland_Ports,"Mississippi River, Mouth of Ohio River to Baton Rouge, LA",Marston,MO,BTS_DOCK,Dock,nan
Macrosource Fertilizer,FERTILIZER,36.239628,-95.737017,Inland_Ports,"Verdigris River, AR",Catoosa,OK,BTS_DOCK,Dock,nan
"Phillips66, Wood River Refinery, Dock No. 1.",REFINERY,38.838611,-90.105,Inland_Ports,"Mississippi River, Minneapolis, MN to Mouth of Missouri River",Hartford,IL,BTS_DOCK,Dock,"Crude Petroleum | Petroleum Pitches, Coke, Asphalt, Naptha and Solvents | Chemicals and Related Products"
"Phillips66, Wood River Refinery, Dock No. 3.",REFINERY,38.842222,-90.105278,Inland_Ports,"Mississippi River, Minneapolis, MN to Mouth of Missouri River",Hartford,IL,BTS_DOCK,Dock,"Petroleum and Petroleum Products | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases"
Kcbx South Terminal,GENERAL_CARGO,41.696837,-87.552689,Inland_Ports,"Calumet Harbor and River, IL and IN",Chicago,IL,BTS_DOCK,Dock,"Coal,Lignite & Coal Coke | Sand, Gravel, Stone, Rock, Limestone, Soil, Dredged Material | Building Cement & Concrete; Lime; Glass"
Grand Steel Processing Chattanooga,STEEL_MILL,35.059539,-85.315457,Inland_Ports,"Tennessee River, TN, AL and KY",Chattanooga,TN,BTS_DOCK,Dock,"Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Petroleum Pitches, Coke, Asphalt, Naptha and Solvents | Other Chemicals and Related Products | Sulphur (Dry), Clay & Salt | Primary Iron and Steel Products (Ingots,Bars,Rods,etc.) | All Manufactu"
Cgb Fertilizer Dock Jeffersonville,FERTILIZER,38.27778,-85.72056,Inland_Ports,Ohio River,Jeffersonville,KY,BTS_DOCK,Dock,"Gasoline, Jet Fuel, Kerosene | Petroleum Pitches, Coke, Asphalt, Naptha and Solvents | Fertilizers | Other Chemicals and Related Products | Sand, Gravel, Stone, Rock, Limestone, Soil, Dredged Material | Iron Ore and Iron & Steel Waste & Scrap | Sulphur (D"
Falco Chemical Inc.,CHEMICAL,32.393889,-90.913889,Inland_Ports,"Yazoo River, MS Mouth of",Vicksburg,MS,BTS_DOCK,Dock,"Fertilizers | Sand, Gravel, Stone, Rock, Limestone, Soil, Dredged Material | Building Cement & Concrete; Lime; Glass | Barley, Rye, Oats, Rice and Sorghum Grains"
"Cincinnati Bulk Terminals, Port of Cincinnati",GENERAL_CARGO,39.098056,-84.536389,Inland_Ports,Ohio River,Cincinnati,OH,BTS_DOCK,Dock,"Coal,Lignite & Coal Coke | Iron Ore and Iron & Steel Waste & Scrap | Non-Ferrous Ores and Scrap | Sulphur (Dry), Clay & Salt | Primary Iron and Steel Products (Ingots,Bars,Rods,etc.) | Primary Non-Ferrous Metal Products;Fabricated Metal Prods. | Animal Fe"
"WATCO Terminals Port Services, Port of Vicksburg Wharf",GENERAL_CARGO,32.3875,-90.886111,Inland_Ports,"Yazoo River, MS Mouth of",Vicksburg,MS,BTS_DOCK,Dock,"Paper & Allied Products | Primary Iron and Steel Products (Ingots,Bars,Rods,etc.) | All Manufactured Equipment, Machinery and Products | Unknown or Not Elsewhere Classified"
"Farmers Grain Terminal Inc., Rosedale Harbor, Ms",GRAIN_ELEVATOR,33.81807,-91.020932,Inland_Ports,"Mississippi River, Mouth of Ohio River to Baton Rouge, LA",Rosedale,MS,BTS_DOCK,Dock,nan
Viterra Grain Catoosa Ok,GRAIN_ELEVATOR,36.234627,-95.731162,Inland_Ports,"Verdigris River, AR",Catoosa,OK,BTS_DOCK,Dock,Fertilizers | Other Chemicals and Related Products
Gavilon Grain Catoosa Ok,GRAIN_ELEVATOR,36.22732,-95.730261,Inland_Ports,"Verdigris River, AR",Catoosa,OK,BTS_DOCK,Dock,"Fertilizers | Sand, Gravel, Stone, Rock, Limestone, Soil, Dredged Material | Iron Ore and Iron & Steel Waste & Scrap | Primary Iron and Steel Products (Ingots,Bars,Rods,etc.) | Food and Farm Products | Wheat | Corn | Barley, Rye, Oats, Rice and Sorghum Gr"
Cf Industries Catoosa Ok,FERTILIZER,36.2272,-95.7291,Inland_Ports,"Verdigris River, AR",nan,OK,BTS_DOCK,Dock,nan
Freeport Terminals Inc - Bulk Terminal,GENERAL_CARGO,40.675311,-79.675892,Inland_Ports,"Allegheny River, Pa Improved Portion",Freeport,PA,BTS_DOCK,Dock,nan
Adm Fly Ash Dock-vectran,GRAIN_ELEVATOR,37.958571,-87.603756,Inland_Ports,Ohio River,Evansville,KY,BTS_DOCK,Dock,nan
Terminal Ready-mix Inc,GENERAL_CARGO,41.459084,-82.162853,Inland_Ports,"Lake Erie, Including Upper Niagara River",Lorain,OH,BTS_DOCK,Dock,nan
Superior River Terminals Indiana (srti),GENERAL_CARGO,38.317555,-85.663242,Inland_Ports,Ohio River,Jeffersonville,IN,BTS_DOCK,Dock,nan
Tell City Depot-mulzer Crushed Stone/concrete Plnt,AGGREGATE,37.957778,-86.778056,Inland_Ports,Ohio River,Tell City,IN,BTS_DOCK,Dock,"Sand, Gravel, Stone, Rock, Limestone, Soil, Dredged Material"
"Birla Carbon U.s.a., Franklin Plant",GENERAL_CARGO,29.67636,-91.458382,Inland_Ports,"Gulf Intracoastal Waterway, Mississippi River, LA, to Sabine River, TX",Franklin,LA,BTS_DOCK,Dock,"Gasoline, Jet Fuel, Kerosene | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases"
"Imo (illinois & Michigan Oil, Llc)",GENERAL_CARGO,41.51111,-88.09389,Inland_Ports,"Illinois River, IL",Joliet,IL,BTS_DOCK,Dock,"Sand, Gravel, Stone, Rock, Limestone, Soil, Dredged Material"
Valero Memphis Refinery Lower Dock,REFINERY,35.085556,-90.090278,Inland_Ports,"Memphis Harbor, TN",Memphis,TN,BTS_DOCK,Dock,Petroleum and Petroleum Products | Chemicals and Related Products
Valero Memphis Refinery Middle Dock,REFINERY,35.086111,-90.089444,Inland_Ports,"Memphis Harbor, TN",Memphis,TN,BTS_DOCK,Dock,Petroleum and Petroleum Products | Chemicals and Related Products
Valero Memphis Terminal Upper Dock,REFINERY,35.108333,-90.084444,Inland_Ports,"Memphis Harbor, TN",Memphis,TN,BTS_DOCK,Dock,Petroleum and Petroleum Products
Lindy Paving New Kensington Plant,GENERAL_CARGO,40.551389,-79.763889,Inland_Ports,"Allegheny River, Pa Improved Portion",New Kensington,PA,BTS_DOCK,Dock,"Sand, Gravel, Stone, Rock, Limestone, Soil, Dredged Material"
Three River Marine & Rail Terminal - Gibsonton,GENERAL_CARGO,40.1281,-79.877555,Inland_Ports,"Monongahela River, PA and WV",Belle Vernon,PA,BTS_DOCK,Dock,"Sand, Gravel, Stone, Rock, Limestone, Soil, Dredged Material | Primary Iron and Steel Products (Ingots,Bars,Rods,etc.) | All Manufactured Equipment, Machinery and Products"
Eddyville Riverport and Industrial Development Authority (Dry Fertilizer),FERTILIZER,37.061604,-88.073639,Inland_Ports,"Cumberland River, Mouth to Nashville, TN",Eddyville,KY,BTS_DOCK,Dock,"Coal,Lignite & Coal Coke | Sand, Gravel, Stone, Rock, Limestone, Soil, Dredged Material | Unknown or Not Elsewhere Classified"
ADM (Archer Daniels Midland Co),GRAIN_ELEVATOR,37.916777,-87.913198,Inland_Ports,Ohio River,Mount Vernon,IN,BTS_DOCK,Dock,"Fertilizers | Wheat | Corn | Barley, Rye, Oats, Rice and Sorghum Grains | Oilseeds (Soybean, Flaxseed and Others) | Animal Feed, Grain Mill Products, Flour, Processed Grains"
Zenith Energy Terminals,GENERAL_CARGO,41.490278,-88.123333,Inland_Ports,"Illinois River, IL",Joliet,IL,BTS_DOCK,Dock,Petroleum and Petroleum Products | Petroleum Products NEC
Freeport Terminals Inc - Liquids,GENERAL_CARGO,40.674167,-79.675833,Inland_Ports,"Allegheny River, Pa Improved Portion",Freeport,PA,BTS_DOCK,Dock,Petroleum and Petroleum Products | Chemicals and Related Products
Three Rivers Marine and Rail Terminals - Glassport Terminal,GENERAL_CARGO,40.315355,-79.889551,Inland_Ports,"Monongahela River, PA and WV",Glassport,PA,BTS_DOCK,Dock,"Crude Materials, Inedible Except Fuels | Primary Iron and Steel Products (Ingots,Bars,Rods,etc.)"
"Big River Rice and Grain, Lake Providence Terminal",GRAIN_ELEVATOR,32.751502,-91.170025,Inland_Ports,"Mississippi River, Mouth of Ohio River to Baton Rouge, LA",Lake Providence,LA,BTS_DOCK,Dock,"Fertilizers | Wheat | Corn | Barley, Rye, Oats, Rice and Sorghum Grains | Oilseeds (Soybean, Flaxseed and Others) | All Manufactured Equipment, Machinery and Products"
Ameropan Oil Chicago,GENERAL_CARGO,41.834618,-87.694271,Inland_Ports,"Chicago Sanitary and Ship Canal, IL",Chicago,IL,BTS_DOCK,Dock,nan
Charenton Terminal,GENERAL_CARGO,29.873611,-91.522615,Inland_Ports,"Bayou Teche, LA",Franklin,LA,BTS_DOCK,Dock,Crude Petroleum
"Phillips66, Wood River Refinery, Dock No. 4.",REFINERY,38.844722,-90.105556,Inland_Ports,"Mississippi River, Minneapolis, MN to Mouth of Missouri River",Hartford,IL,BTS_DOCK,Dock,Petroleum and Petroleum Products
Castlen Owensboro River Terminal & Marine Construction,GENERAL_CARGO,37.804427,-87.057395,Inland_Ports,Ohio River,Owensboro,KY,BTS_DOCK,Dock,"Fertilizers | Sand, Gravel, Stone, Rock, Limestone, Soil, Dredged Material | Primary Iron and Steel Products (Ingots,Bars,Rods,etc.)"
Buckeye Terminals Louisville Ky,TANK_TERMINAL,38.233538,-85.837571,Inland_Ports,Ohio River,Louisville,KY,BTS_DOCK,Dock,"Petroleum and Petroleum Products | Gasoline, Jet Fuel, Kerosene | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases"
"Kaiser Aluminum Corporation Warrick Operations, Alumina Dock",SMELTER,37.914081,-87.336723,Inland_Ports,Ohio River,Newburgh,IN,BTS_DOCK,Dock,Non-Ferrous Ores and Scrap
"Gotham Sand and Stone Corp., Port Jefferson Aggregate Wharf.",AGGREGATE,40.947162,-73.072817,Great_Lakes,"Port Jefferson, NY",Port Jefferson,NY,BTS_DOCK,Dock,"Sand, Gravel, Stone, Rock, Limestone, Soil, Dredged Material"
"Cenex Harvest States Cooperatives, Elevator No. 1, Mooring House Dock.",GRAIN_ELEVATOR,46.736944,-92.103056,Great_Lakes,Superior Wisconsin,Superior,WI,BTS_DOCK,Dock,nan
"American Terminals, Inc., South Dock",GENERAL_CARGO,41.646667,-87.471111,Great_Lakes,Lake Michigan,East Chicago,IN,BTS_DOCK,Dock,"Coal,Lignite & Coal Coke | Coal & Lignite | Coal Coke"
"Lake Superior Warehouse, Arthur M. Clure Public Marine Terminal, Berth No. 4.",GENERAL_CARGO,46.755556,-92.094444,Great_Lakes,Duluth MN,Duluth,MN,BTS_DOCK,Dock,Unknown or Not Elsewhere Classified
"Duluth Seaway Port Authority, Arthur M. Clure Public Marine, Terminal Berths Nos. 5 and 6.",GENERAL_CARGO,46.753094,-92.094445,Great_Lakes,Duluth MN,Duluth,MN,BTS_DOCK,Dock,nan
"Peavey, Red Rock River Terminal, Loading Dock.",GENERAL_CARGO,44.907222,-93.020833,Great_Lakes,"Mississippi River, Minneapolis, MN to Mouth of Missouri River",St. Paul,MN,BTS_DOCK,Dock,Fertilizers | Food and Farm Products
"Peavey, Red Rock River Terminal, Unloading Dock.",GENERAL_CARGO,44.908889,-93.022222,Great_Lakes,"Mississippi River, Minneapolis, MN to Mouth of Missouri River",St. Paul,MN,BTS_DOCK,Dock,"Coal,Lignite & Coal Coke | Fertilizers | Iron Ore and Iron & Steel Waste & Scrap | Primary Iron and Steel Products (Ingots,Bars,Rods,etc.) | Animal Feed, Grain Mill Products, Flour, Processed Grains | Unknown or Not Elsewhere Classified"
"Morton Salt Division, Manistee Coal Dock.",COAL_TERMINAL,44.243511,-86.30816,Great_Lakes,Lake Michigan,Manistee,MI,BTS_DOCK,Dock,"Coal,Lignite & Coal Coke"
"Morton Specialty Chemical Products Division, Manistee Stone Dock.",AGGREGATE,44.241499,-86.30757,Great_Lakes,Lake Michigan,Manistee,MI,BTS_DOCK,Dock,"Sand, Gravel, Stone, Rock, Limestone, Soil, Dredged Material"
"Hawkins, Terminal No. 1 Dock.",GENERAL_CARGO,44.9375,-93.049722,Great_Lakes,"Mississippi River, Minneapolis, MN to Mouth of Missouri River",St. Paul,MN,BTS_DOCK,Dock,Other Chemicals and Related Products
"American Terminals, Inc., North Dock",GENERAL_CARGO,41.649444,-87.466389,Great_Lakes,Lake Michigan,East Chicago,IN,BTS_DOCK,Dock,"Crude Materials, Inedible Except Fuels"
"St. Lawrence Cement Co., Arthur M. Clure Public Marine Terminal, Berth No. 7.",CEMENT,46.751727,-92.098207,Great_Lakes,Duluth MN,Duluth,MN,BTS_DOCK,Dock,Building Cement & Concrete; Lime; Glass
"Cenex Harvest States Cooperatives, Elevator No. 1 Dock.",GRAIN_ELEVATOR,46.740104,-92.10187,Great_Lakes,Superior Wisconsin,Superior,WI,BTS_DOCK,Dock,nan
"Cenex Harvest States Cooperatives, Elevator No. 1 Gallery Dock.",GRAIN_ELEVATOR,46.742133,-92.101221,Great_Lakes,Superior Wisconsin,Superior,WI,BTS_DOCK,Dock,Food and Farm Products
"Cenex Harvest States Cooperatives, Elevator No. 2, Hughitt Slip Dock.",GRAIN_ELEVATOR,46.740818,-92.099428,Great_Lakes,Superior Wisconsin,Superior,WI,BTS_DOCK,Dock,Food and Farm Products
"Lake Superior Warehouse, Arthur M. Clure Public Marine Terminal, Berth No. 1.",GENERAL_CARGO,46.758333,-92.102222,Great_Lakes,Duluth MN,Duluth,MN,BTS_DOCK,Dock,"Iron Ore and Iron & Steel Waste & Scrap | Primary Iron and Steel Products (Ingots,Bars,Rods,etc.) | Unknown or Not Elsewhere Classified"
"Lake Superior Warehouse, Arthur M. Clure Public Marine Terminal, Berth No. 2.",GENERAL_CARGO,46.75939,-92.09929,Great_Lakes,Duluth MN,Duluth,MN,BTS_DOCK,Dock,Unknown or Not Elsewhere Classified
Kinder Morgan Pinney Terminals Dock 2 West Side,PIPELINE_TERMINAL,41.908859,-80.786924,Great_Lakes,"Lake Erie, Including Upper Niagara River",Ashtabula,OH,BTS_DOCK,Dock,"Fertilizers | Sand, Gravel, Stone, Rock, Limestone, Soil, Dredged Material | Iron Ore and Iron & Steel Waste & Scrap"
"Cargill """"B-1"""" Dock.",GRAIN_ELEVATOR,46.768889,-92.106389,Great_Lakes,Duluth MN,Duluth,MN,BTS_DOCK,Dock,"Animal Feed, Grain Mill Products, Flour, Processed Grains"
"Cargill """"B-2"""" Dock.",GRAIN_ELEVATOR,46.766111,-92.105,Great_Lakes,Duluth MN,Duluth,MN,BTS_DOCK,Dock,Food and Farm Products
"Hawkins, Terminal No. 2 Dock.",GENERAL_CARGO,44.923733,-93.059147,Great_Lakes,"Mississippi River, Minneapolis, MN to Mouth of Missouri River",St. Paul,MN,BTS_DOCK,Dock,Fertilizers | Other Chemicals and Related Products
"Rouge Steel Co., West Wharf.",STEEL_MILL,42.300556,-83.158056,Great_Lakes,"Detroit River, MI",Dearborn,MI,BTS_DOCK,Dock,"Sand, Gravel, Stone, Rock, Limestone, Soil, Dredged Material"
"Rouge Steel Co., South Wharf.",STEEL_MILL,42.295833,-83.156667,Great_Lakes,"Detroit River, MI",Dearborn,MI,BTS_DOCK,Dock,nan
"Rouge Steel Co., Coal Tar Wharf.",STEEL_MILL,42.2975,-83.153056,Great_Lakes,"Detroit River, MI",Dearborn,MI,BTS_DOCK,Dock,nan
"Rouge Steel Co., East Wharf.",STEEL_MILL,42.301389,-83.1575,Great_Lakes,"Detroit River, MI",Dearborn,MI,BTS_DOCK,Dock,"Coal,Lignite & Coal Coke | Sand, Gravel, Stone, Rock, Limestone, Soil, Dredged Material | Iron Ore and Iron & Steel Waste & Scrap"
"Modern Transport Terminal, Lower Wharf.",GENERAL_CARGO,44.048889,-91.613056,Great_Lakes,"Mississippi River, Minneapolis, MN to Mouth of Missouri River",Winona,MN,BTS_DOCK,Dock,Food and Farm Products
"National Steel Corp., Great Lakes Division, Zug Island Dock No. 1 (CONT. under PURPOSE)",STEEL_MILL,42.284722,-83.104722,Great_Lakes,"Detroit River, MI",River Rouge,MI,BTS_DOCK,Dock,"Coal,Lignite & Coal Coke | Petroleum Pitches, Coke, Asphalt, Naptha and Solvents | Slag"
"National Steel Corp., Great Lakes Division, Zug Island Stone Dock.",STEEL_MILL,42.278333,-83.108333,Great_Lakes,"Detroit River, MI",River Rouge,MI,BTS_DOCK,Dock,"Sand, Gravel, Stone, Rock, Limestone, Soil, Dredged Material | Iron Ore and Iron & Steel Waste & Scrap"
"Osborne Concrete & Stone Co., Fairport Harbor Wharf.",AGGREGATE,41.753963,-81.279478,Great_Lakes,"Lake Erie, Including Upper Niagara River",Fairport Harbor,OH,BTS_DOCK,Dock,"Sand, Gravel, Stone, Rock, Limestone, Soil, Dredged Material"
Kinder Morgan Pinney Dock Terminals A & B Dock-ashtabula,PIPELINE_TERMINAL,41.908745,-80.794467,Great_Lakes,"Lake Erie, Including Upper Niagara River",Ashtabula,OH,BTS_DOCK,Dock,Iron Ore and Iron & Steel Waste & Scrap
"AlliedSignal Inc., Detroit Tar Plant, Coal Tar Wharf.",COAL_TERMINAL,42.289444,-83.110278,Great_Lakes,"Detroit River, MI",Detroit,MI,BTS_DOCK,Dock,"Petroleum Pitches, Coke, Asphalt, Naptha and Solvents | Other Chemicals and Related Products"
"AlliedSignal Inc., Detroit Tar Plant, Pitch Wharf.",GENERAL_CARGO,42.29,-83.111944,Great_Lakes,"Detroit River, MI",Detroit,MI,BTS_DOCK,Dock,Other Chemicals and Related Products
"Modern Transport Terminal, Upper Wharf.",GENERAL_CARGO,44.05,-91.615,Great_Lakes,"Mississippi River, Minneapolis, MN to Mouth of Missouri River",Winona,MN,BTS_DOCK,Dock,"Fertilizers | Sulphur (Dry), Clay & Salt | Food and Farm Products | Animal Feed, Grain Mill Products, Flour, Processed Grains | Unknown or Not Elsewhere Classified"
Bay State Milling Co. Dock,STEEL_MILL,44.053751,-91.630841,Great_Lakes,"Mississippi River, Minneapolis, MN to Mouth of Missouri River",Winona,MN,BTS_DOCK,Dock,Food and Farm Products
"Archer Daniels Midland Co., Red Wing Plant Dock",GENERAL_CARGO,44.568611,-92.534167,Great_Lakes,"Mississippi River, Minneapolis, MN to Mouth of Missouri River",Red Wing,MN,BTS_DOCK,Dock,"Food and Farm Products | Corn | Oilseeds (Soybean, Flaxseed and Others) | Vegetable Products | Animal Feed, Grain Mill Products, Flour, Processed Grains"
Red Wing Grain Elevator Dock,GRAIN_ELEVATOR,44.565833,-92.540833,Great_Lakes,"Mississippi River, Minneapolis, MN to Mouth of Missouri River",Red Wing,MN,BTS_DOCK,Dock,"Slag | Primary Iron and Steel Products (Ingots,Bars,Rods,etc.) | Food and Farm Products | Corn | Oilseeds (Soybean, Flaxseed and Others)"
Badger Cement Producers LLC,CEMENT,43.00933,-87.898314,Great_Lakes,Lake Michigan,nan,WI,BTS_DOCK,Dock,"Sand, Gravel, Stone, Rock, Limestone, Soil, Dredged Material | Slag"
"Alter River Terminals, St. Paul Terminal Wharf",GENERAL_CARGO,44.922778,-93.055556,Great_Lakes,"Mississippi River, Minneapolis, MN to Mouth of Missouri River",St Paul,MN,BTS_DOCK,Dock,"Fertilizers | Other Chemicals and Related Products | Iron Ore and Iron & Steel Waste & Scrap | Slag | Primary Iron and Steel Products (Ingots,Bars,Rods,etc.) | Primary Non-Ferrous Metal Products;Fabricated Metal Prods. | Oilseeds (Soybean, Flaxseed and Ot"
"Aggregate Industries,yard A Wharf",AGGREGATE,44.935159,-93.048843,Great_Lakes,"Mississippi River, Minneapolis, MN to Mouth of Missouri River",St. Paul,MN,BTS_DOCK,Dock,"Coal,Lignite & Coal Coke | Fertilizers | Sand, Gravel, Stone, Rock, Limestone, Soil, Dredged Material | Other Non-Metal. Min."
"Harvest States Cooperatives, Terminal No. 2 Wharf",GENERAL_CARGO,44.942222,-93.054167,Great_Lakes,"Mississippi River, Minneapolis, MN to Mouth of Missouri River",St. Paul,MN,BTS_DOCK,Dock,"Fertilizers | Forest Products, Lumber, Logs, Woodchips | Iron Ore and Iron & Steel Waste & Scrap | Food and Farm Products | Wheat | Corn | Oilseeds (Soybean, Flaxseed and Others) | Animal Feed, Grain Mill Products, Flour, Processed Grains"
"Tosco Pipeline Co., Port Jefferson Terminal Petroleum Dock",REFINERY,40.949279,-73.074813,Great_Lakes,"Port Jefferson, NY",Port Jefferson,NY,BTS_DOCK,Dock,"Petroleum and Petroleum Products | Gasoline, Jet Fuel, Kerosene | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Petroleum Pitches, Coke, Asphalt, Naptha and Solvents | Petroleum Products NEC | Other Chemicals and Related Products"
"Miller Marine Services, Port Jefferson Mooring Dock",STEEL_MILL,40.948522,-73.073877,Great_Lakes,"Port Jefferson, NY",Port Jefferson,NY,BTS_DOCK,Dock,"Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Other Agricultural Products; Food and Kindred Products"
"Adm/growmark, St. Paul Elevator D Wharf",GRAIN_ELEVATOR,44.9225,-93.123889,Great_Lakes,"Mississippi River, Minneapolis, MN to Mouth of Missouri River",St. Paul,MN,BTS_DOCK,Dock,"Fertilizers | Iron Ore and Iron & Steel Waste & Scrap | Sulphur (Dry), Clay & Salt | Other Non-Metal. Min. | Building Cement & Concrete; Lime; Glass | Food and Farm Products | Wheat | Corn | Barley, Rye, Oats, Rice and Sorghum Grains | Oilseeds (Soybean, "
"Aggregate Industries, Yard D Wharf",AGGREGATE,45.007149,-93.275254,Great_Lakes,"Mississippi River, Minneapolis, MN to Mouth of Missouri River",Minneapolis,MN,BTS_DOCK,Dock,"Sand, Gravel, Stone, Rock, Limestone, Soil, Dredged Material"
The Andersons-toledo-kuhlman Drive Terminal,GENERAL_CARGO,41.630974,-83.532722,Great_Lakes,"Lake Erie, Including Upper Niagara River",Toledo,OH,BTS_DOCK,Dock,"Coal,Lignite & Coal Coke | Fertilizers | Forest Products, Lumber, Logs, Woodchips | Sand, Gravel, Stone, Rock, Limestone, Soil, Dredged Material | Sulphur (Dry), Clay & Salt | Primary Iron and Steel Products (Ingots,Bars,Rods,etc.) | Wheat | Corn | Barley"
The Andersons-toledo-edwin Drive Elevators,GRAIN_ELEVATOR,41.627431,-83.539995,Great_Lakes,"Lake Erie, Including Upper Niagara River",Toledo,OH,BTS_DOCK,Dock,"Coal,Lignite & Coal Coke | Fertilizers | Forest Products, Lumber, Logs, Woodchips | Sand, Gravel, Stone, Rock, Limestone, Soil, Dredged Material | Iron Ore and Iron & Steel Waste & Scrap | Food and Farm Products | Wheat | Corn | Barley, Rye, Oats, Rice an"
"Mid Continent Coal & Coke Co., Cleveland Dock",COAL_TERMINAL,41.49098,-81.693059,Great_Lakes,"Lake Erie, Including Upper Niagara River",Cleveland,OH,BTS_DOCK,Dock,"Coal,Lignite & Coal Coke | Sand, Gravel, Stone, Rock, Limestone, Soil, Dredged Material | Iron Ore and Iron & Steel Waste & Scrap | Sulphur (Dry), Clay & Salt | Slag"
General Mills Buffalo Elevator Wharf,STEEL_MILL,42.872106,-78.877972,Great_Lakes,"Buffalo Harbor, NY",Buffalo,NY,BTS_DOCK,Dock,"Food and Farm Products | Wheat | All Manufactured Equipment, Machinery and Products"
Wis Pub Serv Corp Pullian Power Plant Slip R/coal,COAL_TERMINAL,44.535584,-88.009015,Great_Lakes,"Green Bay, WI",Green Bay,WI,BTS_DOCK,Dock,"Coal,Lignite & Coal Coke"
Federal Marine Terminals,GENERAL_CARGO,42.184521,-83.155141,Great_Lakes,"Detroit River, MI",nan,MI,BTS_DOCK,Dock,"All Manufactured Equipment, Machinery and Products"
Holcim (lafarge) Buffalo Cement Terminal,CEMENT,42.86171,-78.868627,Great_Lakes,"Buffalo Harbor, NY",Buffalo,NY,BTS_DOCK,Dock,Building Cement & Concrete; Lime; Glass
Kinder Morgan Pinney Terminals Dock No. 4 - Ashtabula,PIPELINE_TERMINAL,41.908889,-80.784444,Great_Lakes,"Lake Erie, Including Upper Niagara River",Ashtabula,OH,BTS_DOCK,Dock,"Coal,Lignite & Coal Coke | Fertilizers | Forest Products, Lumber, Logs, Woodchips | Iron Ore and Iron & Steel Waste & Scrap | Non-Ferrous Ores and Scrap | Sulphur (Dry), Clay & Salt | Slag | Other Non-Metal. Min. | Primary Iron and Steel Products (Ingots,"
