Entity_ID,Canonical_Name,Entity_Type,Parent_Company,Match_Keywords,Match_Strategy,Category,Active,Notes,Estimated_Tons,Master_Party_ID,ISO_Country,Latitude,Longitude,Facility_Type
DISCOVERY-001,Discovery Bauxite,Mining,,DISCOVERY BAUXITE,Contains,All,True,Bauxite mining operations,4000000,MIN-XX-DISCOVERYBAUXIT-HQ,XX,,,Headquarters
EASTERN-SALT-001,Eastern Salt,Salt,,EASTERN SALT,Contains_All,Consignee,True,Salt producer/distributor,2270905,MIN-XX-EASTERNSALT-HQ,XX,,,Headquarters
EBROKERAGE-001,eBrokerage Service,Logistics,,EBROKERAGE;EBROKERAGE SERVICE,Contains,All,True,Customs brokerage services,2700000,LOG-XX-EBROKERAGESERVI-HQ,XX,,,Headquarters
ECO-FERT-001,ECO Fertilizers,Fertilizer,,ECO FERTILIZERS;E.C.O. FERTILIZERS,Contains,Consignee,True,Fertilizer distributor,1514232,FRT-XX-ECOFERTILIZERS-HQ,XX,,,Headquarters
FREEPOINT-001,Freepoint Commodities,Trader,,FREEPOINT COMMODITIES,Contains_All,All,True,Physical commodity trader,2718871,TRD-XX-FREEPOINTCOMMOD-HQ,XX,,,Headquarters
GALAXY-OIL-001,Galaxy Oil,Oil & Gas,,GALAXY OIL FZ,Contains_All,Shipper,True,UAE oil trading company,1114642,PET-XX-GALAXYOIL-HQ,XX,,,Headquarters
GEOGAS-001,Geogas Trading,Oil/Gas,,GEOGAS;GEOGAS TRADING,Contains,All,True,LNG/LPG trader,1078692,PET-XX-GEOGASTRADING-HQ,XX,,,Headquarters
GM-001,General Motors,Automotive,,GENERAL MOTORS,Contains_All,All,True,US automaker,1175733,AUT-XX-GENERALMOTORS-HQ,XX,,,Headquarters
GMB-KOREA-001,GMB Korea Industries,Mining,,GMB KOREA;GMB KOREA INDUSTRIES,Contains_All,All,True,Korean mineral products company,828838,MIN-XX-GMBKOREAINDUSTR-HQ,XX,,,Headquarters
GREEN-WORLDWIDE-001,Green Worldwide Shipping,Logistics,,GREEN WORLDWIDE SHIPPING,Contains,All,True,Freight forwarding and customs brokerage,3300000,LOG-XX-GREENWORLDWIDES-HQ,XX,,,Headquarters
GRUPO-MEDINA-001,Grupo Medina,Cement,,GRUPO MEDINA,Contains,All,True,Mexican cement producer,1800000,CMT-XX-GRUPOMEDINA-HQ,XX,,,Headquarters
GRUPO-MINERO-001,Grupo Minero Del Mar De Cortes,Mining,,GRUPO MINERO DEL MAR,Contains,Shipper,True,Mexican mining company,2147600,MIN-XX-GRUPOMINERODELM-HQ,XX,,,Headquarters
HOLLINGSHEAD-001,Hollingshead Cement,Cement/Aggregates,,HOLLINGSHEAD;HOLLINGSHEAD CEMENT,Contains,Consignee,True,Cement operations,2192906,CMT-XX-HOLLINGSHEADCEM-HQ,XX,,,Headquarters
HOUSTON-REFINING-001,Houston Refining,Oil Refining,,HOUSTON REFINING,Contains,All,True,Houston area refining operations,6000000,PET-XX-HOUSTONREFINING-HQ,XX,,,Headquarters
IIG-CAPITAL-001,IIG Capital,Finance,,IIG CAPITAL,Contains_All,Consignee,True,Financial services company,1338871,FIN-XX-IIGCAPITAL-HQ,XX,,,Headquarters
MCINNIS-001,McInnis USA,Cement,,MCINNIS USA,Contains_All,Consignee,True,Canadian cement producer - US distribution,1797106,CMT-US-MCINNISUSA-HQ,XX,,,Headquarters
NAF-CORP-001,North American Fuel,Oil & Gas,,NORTH AMERICAN FUEL CORP,Contains,Consignee,True,Fuel distributor,936636,PET-XX-NORTHAMERICANFU-HQ,XX,,,Headquarters
NATURAL-OLEO-001,Natural Oleochemicals,Chemicals,,NATURAL OLEOCHEMICALS,Contains_All,Shipper,True,Malaysian oleochemicals producer,1760616,CHM-XX-NATURALOLEOCHEM-HQ,XX,,,Headquarters
NFE-001,New Fortress Energy,Oil/Gas,,NEW FORTRESS ENERGY;NFE TRANSPORT,Contains,All,True,LNG infrastructure and trading,1797643,PET-XX-NEWFORTRESSENER-HQ,XX,,,Headquarters
NORTH-AMERICAN-MARINE-001,North American Marine,Steel,,NORTH AMERICAN MARINE,Contains,All,True,Steel products marine transport,3300000,STL-XX-NORTHAMERICANMA-HQ,XX,,,Headquarters
NOVUM-001,Novum Energy Trading,Oil/Gas,,NOVUM ENERGY;NOVUM ENERGY TRADING,Contains_All,All,True,Energy trading company,2453763,PET-XX-NOVUMENERGYTRAD-HQ,XX,,,Headquarters
NU-IRON-001,Nu-Iron Unlimited,Steel,,NU IRON;NU-IRON;NUIRON UNLIMITED,Contains,Shipper,True,Steel products trader,1612511,STL-XX-NUIRONUNLIMITED-HQ,XX,,,Headquarters
ONSITE-CONCRETE-001,On Site Concrete Solutions,Construction Materials,,ON SITE CONCRETE;ON-SITE CONCRETE;ON SITE CONCRETE SOLUTIONS,Contains,Consignee,True,Cement operations - Texas,1739832,AGG-XX-ONSITECONCRETES-HQ,XX,,,Headquarters
ONTARIO-TRAP-001,Ontario Trap Rock,Aggregates,,ONTARIO TRAP ROCK,Contains,All,True,Aggregates producer,1453578,AGG-XX-ONTARIOTRAPROCK-HQ,XX,,,Headquarters
ORCA-001,Orca Sand and Gravel,Aggregates,,ORCA SAND;ORCA SAND AND GRAVEL,Contains,All,True,Canadian aggregates producer,5600000,AGG-XX-ORCASANDANDGRAV-HQ,XX,,,Headquarters
PERIN-001,Perin Trading,Trading Company,,PERIN TRADING,Contains,All,True,Commodity trading company,3000000,TRD-XX-PERINTRADING-HQ,XX,,,Headquarters
PUERTO-RICO-001,Puerto Rico Energy,Oil & Gas,,PUERTO RICO ENERGY,Contains,All,True,Puerto Rico energy company,2900000,PET-PR-PUERTORICOENERG-HQ,XX,,,Headquarters
SOCIEDAD-LOBOS-001,Sociedad Punta de Lobos,Mining,,PUNTA DE LOBOS;SOCIEDAD PUNTA DE LOBOS,Contains,All,True,Chilean mining company,2500000,MIN-XX-SOCIEDADPUNTADE-HQ,XX,,,Headquarters
SUDATI-001,Sudati,Wood Products,,SUDATI,Contains,All,True,Wood products manufacturer,5200000,OTH-XX-SUDATI-HQ,XX,,,Headquarters
