facility_id,canonical_name,zone_name,facility_type,lat,lng,mrtis_mile,usace_mile,usace_name,port,waterway,owners,operators,commodities,city,county,state,epa_frs_links
MRTIS_0156,LBC Sunshine,LBC Sunshine,Tank Storage,30.2838474494122,-91.1546869196894,204.0,203.8,"LBC PETRO UNITED TERMINAL, SUNSHINE TERMINAL WHARF","Port of Greater Baton Rouge, LA","Mississippi River, Baton Rouge, LA to New Orleans, LA","Current Owner and Operator: LBC PetroUnited Terminals, LP. Phone: 225-642-8335 ext 101 FAX: 225-642-7767",,"Petroleum and Petroleum Products | Crude Petroleum | Gasoline, Jet Fuel, Kerosene | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Petroleum Pitches, Coke, Asphalt, Naptha and Solvents | Petroleum Products NEC | Chemicals and Related Products",Sunshine,Iberville,LA,19
MRTIS_0157,Axiall Plaquemine,Axiall Plaquemine,Chemical Plant,30.2749074465377,-91.1832769269754,205.0,205.6,"WESTLAKE INTERNATIONAL, PLAQUEMINE","Port of Greater Baton Rouge, LA","Mississippi River, Baton Rouge, LA to New Orleans, LA","Current Owner: Georgia Gulf Chemicals & Vinyls, LLC, Plaquemine Chemical Division. Phone: 225-685-2601 FAX: 225-687-7467",,,Plaquemine,Iberville,LA,26
MRTIS_0158,Shintech,Shintech,Chemical Plant,30.2754104470722,-91.1705989235899,205.0,204.8,"SHINTECH LOUISIANA, LLC PLAQUEMINE PLANT WHARVES","Port of Greater Baton Rouge, LA","Mississippi River, Baton Rouge, LA to New Orleans, LA","Current Owner and Operator: SHINTECH LOUISIANA, LLC PLAQUEMINE WHARF Phone: 225-6872105",,Other Chemicals and Related Products,Plaquemine,Iberville,LA,25
MRTIS_0159,Dow Missouri,Dow Missouri,Chemical Plant,30.3096364526229,-91.2228669391703,210.0,210.0,MILE 210  LOWER MISS RIVER,"Port of Greater Baton Rouge, LA","Mississippi River, Baton Rouge, LA to New Orleans, LA",,,"Petroleum Pitches, Coke, Asphalt, Naptha and Solvents | Other Chemicals and Related Products | Sand, Gravel, Stone, Rock, Limestone, Soil, Dredged Material",SUNSHINE,Iberville,LA,52
MRTIS_0160,Dow Plaquemine,Dow Plaquemine,Chemical Plant,30.3410134587261,-91.2404579453068,222.0,221.8,"DOW CHEMICAL U.S.A., PLAQUEMINE DOCK NO. 2, HYDROCARBON WHARF","Port of Greater Baton Rouge, LA","Mississippi River, Baton Rouge, LA to New Orleans, LA","Current Owner and Operator: Dow Chemical U.S.A., Louisiana Division. Phone: 225-335-4534 / 225-353-8825 FAX: 225-353-2496",,"Gasoline, Jet Fuel, Kerosene | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Petroleum Pitches, Coke, Asphalt, Naptha and Solvents | Petroleum Products NEC | Other Chemicals and Related Products | Sand, Gravel, Stone, Rock, Limestone, Soil,",Plaquemine,West Baton Rouge,LA,42
MRTIS_0161,Drax Biomass,Drax Biomass,Bulk Plant,30.4288144790345,-91.1938609367512,229.0,228.5,ECONOMY BOAT STORE WHARF,"Port of Greater Baton Rouge, LA","Mississippi River, Baton Rouge, LA to New Orleans, LA","Current Owner: Mers, Inc.",Current Operator: Economy Boat Store. Phone: 225-343-9706 FAX: 225-336-0260,,Baton Rouge,East Baton Rouge,LA,97
MRTIS_0162,Dreyfuss,Dreyfuss,Elevator,30.4340084798782,-91.2015919390652,229.0,228.9,LOUIS DREYFUS COMMODITIES LLC PORT ALLEN,"Port of Greater Baton Rouge, LA","Mississippi River, Baton Rouge, LA to New Orleans, LA",Current Owner: Greater Baton Rouge Port Commission.,Current Operator: LOUIS DREYFUS COMMODITIES LLC Phone: 225-338-1642/225-388-1600,"Coal,Lignite & Coal Coke | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Petroleum Pitches, Coke, Asphalt, Naptha and Solvents | Fertilizers | Other Chemicals and Related Products | Forest Products, Lumber, Logs, Woodchips | Sand, Gravel, St",Port Allen,West Baton Rouge,LA,137
MRTIS_0163,Genesis Baton Rouge,Genesis Baton Rouge,Tank Storage,30.4177674765649,-91.1972279371555,229.0,229.0,BATON ROUGE BUOYS - MILE 229,"Port of Greater Baton Rouge, LA","Mississippi River, Baton Rouge, LA to New Orleans, LA",,,"Primary Iron and Steel Products (Ingots,Bars,Rods,etc.)",BATON ROUGE,East Baton Rouge,LA,78
MRTIS_0164,Port of Baton Rouge,Baton Rouge General Cargo,General Cargo,30.4177674765649,-91.1972279371555,229.0,229.0,BATON ROUGE BUOYS - MILE 229,"Port of Greater Baton Rouge, LA","Mississippi River, Baton Rouge, LA to New Orleans, LA",,,"Primary Iron and Steel Products (Ingots,Bars,Rods,etc.)",BATON ROUGE,East Baton Rouge,LA,78
MRTIS_0165,Apex Baton Rouge,Apex Baton Rouge,Tank Storage,30.4435934819724,-91.2000769390931,230.0,229.5,"PETROLEUM FUEL & TERMINALS CO., PORT ALLEN  WHARF","Port of Greater Baton Rouge, LA","Mississippi River, Baton Rouge, LA to New Orleans, LA",Current Owner: Greater Baton Rouge Port Commission.,"Current Operator: Petroleum Fuel and Terminal Co., Division of Apex Oil Co. Phone: 225-383-9211 FAX: 225-383-3348","Petroleum and Petroleum Products | Petroleum Pitches, Coke, Asphalt, Naptha and Solvents",Port Allen,West Baton Rouge,LA,130
MRTIS_0166,Exxon Baton Rouge,Exxon Baton Rouge,Refinery,30.4824994904957,-91.1931769390083,232.0,232.2,"EXXON MOBIL REFINING & SUPPLY CO., BATON ROUGE MARINE TERMINAL WH","Port of Greater Baton Rouge, LA","Mississippi River, Baton Rouge, LA to New Orleans, LA",Current Owner and Operator: ExxonMobil Refining & Supply Co. Phone: 225-977-4860,,"Coal,Lignite & Coal Coke | Petroleum and Petroleum Products | Crude Petroleum | Gasoline, Jet Fuel, Kerosene | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Petroleum Pitches, Coke, Asphalt, Naptha and Solvents | Petroleum Products NEC | Oth",Baton Rouge,East Baton Rouge,LA,60
MRTIS_0167,Placid Oil,Placid Oil,Tank Storage,30.4748744886172,-91.2006279406642,232.0,231.7,"Placid Refining, Barge Wharf.","Port of Greater Baton Rouge, LA","Mississippi River, Baton Rouge, LA to New Orleans, LA","Current Owner and Operator: Placid Refining, LLC. Phone: 225-346-7423 FAX: 225-376-1126",,Petroleum and Petroleum Products | Other Chemicals and Related Products,Port Allen,West Baton Rouge,LA,68
